Herstellercode=052;
Geraete ID=02080;
Klassifizierungscode=9;
Rn=01;
Rf=01;
Beginn=15.02.2016 13:32:06;
Ende=16.02.2016 23:59:32;
Hardwareversion=0.0.2016;
Exportbeginn=16.02.2016 00:00:00;
Exportende=16.02.2016 23:59:59;
Exportformat=Fahrzeugeinzeldaten V1.0;

Messung Nr.=121;
Mess Beginn=15.02.2016 13:32:06;
Mess Ende=16.02.2016 23:59:32;
GPS long=8,795198;
GPS lat=51,772411;
GPS Uhrzeit=16.02.2016 20:00:00;
GPS Qualitaet=1;
GPS Satelliten=10;
GPS HDOP=0,9;
Softwareversion=1.92.26.11.2015;


Verkehrsdaten:
Datum	Uhrzeit	V	L	Zeit	FS	Code	Schall	AZ	Sta;
16.02.2016	13:51:43	79	40	65535	1	7	0	2	0;
16.02.2016	13:51:54	72	57	65535	2	11	0	2	0;
16.02.2016	13:51:56	76	43	65535	1	7	0	2	0;
16.02.2016	13:51:57	76	41	65535	1	7	0	2	0;
16.02.2016	13:51:59	78	43	65535	1	7	0	2	0;
16.02.2016	13:52:03	59	38	65535	1	7	0	2	0;
16.02.2016	13:52:21	67	56	65535	2	11	0	2	0;
16.02.2016	13:52:24	68	50	65535	2	7	0	2	0;
16.02.2016	13:52:31	71	47	65535	2	7	0	2	0;
16.02.2016	13:52:32	81	50	65535	1	7	0	2	0;
16.02.2016	13:52:36	83	50	65535	1	7	0	2	0;
16.02.2016	13:52:48	74	41	65535	1	7	0	2	0;
16.02.2016	13:52:51	79	48	65535	2	7	0	2	0;
16.02.2016	13:53:10	68	46	65535	1	7	0	2	0;
16.02.2016	13:53:19	71	46	65535	2	7	0	2	0;
16.02.2016	13:53:27	82	46	65535	2	7	0	2	0;
16.02.2016	13:53:34	74	50	65535	1	7	0	2	0;
16.02.2016	13:53:42	74	37	65535	1	7	0	2	0;
16.02.2016	13:53:47	74	44	65535	1	7	0	2	0;
16.02.2016	13:54:20	78	50	65535	1	7	0	2	0;
16.02.2016	13:54:34	78	43	65535	1	7	0	2	0;
16.02.2016	13:54:38	72	40	65535	1	7	0	2	0;
16.02.2016	13:54:48	68	41	65535	2	7	0	2	0;
16.02.2016	13:55:22	83	50	65535	1	7	0	2	0;
16.02.2016	13:55:24	69	59	65535	2	11	0	2	0;
16.02.2016	13:55:27	78	50	65535	1	11	0	2	0;
16.02.2016	13:55:34	75	44	65535	1	7	0	2	0;
16.02.2016	13:55:45	70	52	65535	2	7	0	2	0;
16.02.2016	13:56:04	85	42	65535	1	7	0	2	0;
16.02.2016	13:56:12	75	46	65535	1	7	0	2	0;
16.02.2016	13:56:20	82	40	65535	1	7	0	2	0;
16.02.2016	13:56:24	76	42	65535	1	7	0	2	0;
16.02.2016	13:56:30	73	41	65535	1	7	0	2	0;
16.02.2016	13:56:41	74	44	65535	2	7	0	2	0;
16.02.2016	13:56:42	71	50	65535	2	7	0	2	0;
16.02.2016	13:56:43	73	46	65535	2	7	0	2	0;
16.02.2016	13:57:10	64	42	65535	1	7	0	2	0;
16.02.2016	13:57:20	68	47	65535	1	7	0	2	0;
16.02.2016	13:57:22	67	49	65535	2	7	0	2	0;
16.02.2016	13:57:24	68	44	65535	2	7	0	2	0;
16.02.2016	13:57:26	70	44	65535	2	7	0	2	0;
16.02.2016	13:57:27	72	45	65535	1	7	0	2	0;
16.02.2016	13:57:40	68	40	65535	2	7	0	2	0;
16.02.2016	13:58:05	71	43	65535	1	7	0	2	0;
16.02.2016	13:58:19	69	49	65535	1	7	0	2	0;
16.02.2016	13:58:35	71	53	65535	2	11	0	2	0;
16.02.2016	13:59:02	72	46	65535	2	7	0	2	0;
16.02.2016	13:59:15	59	193	65535	1	8	0	3	0;
16.02.2016	13:59:16	61	42	65535	2	7	0	2	0;
16.02.2016	13:59:16	56	47	65535	1	7	0	2	0;
16.02.2016	13:59:18	55	44	65535	2	7	0	2	0;
16.02.2016	13:59:18	58	48	65535	1	7	0	2	0;
16.02.2016	13:59:19	57	41	65535	1	7	0	2	0;
16.02.2016	13:59:20	68	59	65535	2	11	0	2	0;
16.02.2016	13:59:22	58	42	65535	1	7	0	2	0;
16.02.2016	13:59:24	57	49	65535	1	7	0	2	0;
16.02.2016	13:59:30	58	41	65535	1	7	0	2	0;
16.02.2016	13:59:35	86	53	65535	2	11	0	2	0;
16.02.2016	13:59:39	64	38	65535	1	7	0	2	0;
16.02.2016	13:59:41	62	40	65535	1	7	0	2	0;
16.02.2016	14:00:06	76	58	65535	1	11	0	2	0;
16.02.2016	14:00:08	69	92	65535	2	3	0	2	0;
16.02.2016	14:00:08	74	42	65535	1	7	0	2	0;
16.02.2016	14:00:10	74	43	65535	2	7	0	2	0;
16.02.2016	14:00:20	63	42	65535	1	7	0	2	0;
16.02.2016	14:00:52	86	47	65535	1	7	0	2	0;
16.02.2016	14:01:13	60	37	65535	1	7	0	2	0;
16.02.2016	14:01:27	77	46	65535	1	7	0	2	0;
16.02.2016	14:01:31	65	41	65535	2	7	0	2	0;
16.02.2016	14:01:44	65	49	65535	1	7	0	2	0;
16.02.2016	14:01:59	64	44	65535	2	7	0	2	0;
16.02.2016	14:02:01	68	43	65535	1	7	0	2	0;
16.02.2016	14:02:21	66	44	65535	2	7	0	2	0;
16.02.2016	14:02:42	67	38	65535	2	7	0	2	0;
16.02.2016	14:02:44	69	41	65535	2	7	0	2	0;
16.02.2016	14:02:52	72	51	65535	2	7	0	2	0;
16.02.2016	14:03:07	70	44	65535	2	7	0	2	0;
16.02.2016	14:03:13	66	39	65535	1	7	0	2	0;
16.02.2016	14:03:19	69	43	65535	1	7	0	2	0;
16.02.2016	14:03:31	87	43	65535	1	7	0	2	0;
16.02.2016	14:03:39	88	50	65535	2	7	0	2	0;
16.02.2016	14:03:45	68	41	65535	1	7	0	2	0;
16.02.2016	14:03:52	70	42	65535	1	7	0	2	0;
16.02.2016	14:03:56	67	49	65535	2	7	0	2	0;
16.02.2016	14:04:18	59	50	65535	1	7	0	2	0;
16.02.2016	14:04:27	66	48	65535	2	7	0	2	0;
16.02.2016	14:04:32	68	42	65535	1	7	0	2	0;
16.02.2016	14:04:35	69	41	65535	2	7	0	2	0;
16.02.2016	14:04:38	75	46	65535	1	7	0	2	0;
16.02.2016	14:04:39	76	40	65535	1	7	0	2	0;
16.02.2016	14:04:58	78	50	65535	2	7	0	2	0;
16.02.2016	14:05:02	64	48	65535	1	7	0	2	0;
16.02.2016	14:05:16	60	42	65535	2	7	0	2	0;
16.02.2016	14:05:20	71	50	65535	1	7	0	2	0;
16.02.2016	14:06:03	65	98	65535	2	3	0	2	0;
16.02.2016	14:06:04	63	40	65535	2	7	0	2	0;
16.02.2016	14:06:13	81	48	65535	2	7	0	2	0;
16.02.2016	14:06:18	76	38	65535	2	7	0	2	0;
16.02.2016	14:06:27	75	43	65535	1	7	0	2	0;
16.02.2016	14:06:31	70	42	65535	1	7	0	2	0;
16.02.2016	14:06:35	80	50	65535	1	7	0	2	0;
16.02.2016	14:06:36	67	63	65535	2	11	0	2	0;
16.02.2016	14:06:38	65	40	65535	2	250	0	0	0;
16.02.2016	14:06:39	66	41	65535	1	7	0	2	0;
16.02.2016	14:06:39	63	44	65535	2	7	0	2	0;
16.02.2016	14:06:40	75	48	65535	1	7	0	2	0;
16.02.2016	14:06:44	69	81	65535	1	3	0	2	0;
16.02.2016	14:06:48	67	42	65535	2	7	0	2	0;
16.02.2016	14:06:53	60	49	65535	2	7	0	2	0;
16.02.2016	14:07:01	75	48	65535	1	7	0	2	0;
16.02.2016	14:07:05	55	46	65535	2	7	0	2	0;
16.02.2016	14:07:10	66	42	65535	1	7	0	2	0;
16.02.2016	14:07:27	97	48	65535	1	11	0	2	0;
16.02.2016	14:07:33	72	41	65535	1	7	0	2	0;
16.02.2016	14:07:38	62	42	65535	1	7	0	2	0;
16.02.2016	14:07:40	87	43	65535	1	7	0	2	0;
16.02.2016	14:07:57	81	44	65535	2	7	0	2	0;
16.02.2016	14:08:00	82	40	65535	1	7	0	2	0;
16.02.2016	14:08:04	69	106	65535	2	2	0	3	0;
16.02.2016	14:08:14	63	73	65535	2	3	0	2	0;
16.02.2016	14:08:15	62	46	65535	2	7	0	2	0;
16.02.2016	14:08:17	62	44	65535	2	7	0	2	0;
16.02.2016	14:08:18	63	50	65535	2	7	0	2	0;
16.02.2016	14:08:27	88	50	65535	2	7	0	2	0;
16.02.2016	14:08:34	85	50	65535	2	7	0	2	0;
16.02.2016	14:08:49	69	44	65535	1	7	0	2	0;
16.02.2016	14:08:50	65	39	65535	2	7	0	2	0;
16.02.2016	14:08:52	66	48	65535	2	7	0	2	0;
16.02.2016	14:08:58	73	47	65535	1	7	0	2	0;
16.02.2016	14:09:06	87	47	65535	1	7	0	2	0;
16.02.2016	14:09:17	62	49	65535	2	7	0	2	0;
16.02.2016	14:09:27	66	44	65535	1	7	0	2	0;
16.02.2016	14:09:30	63	178	65535	2	5	0	3	0;
16.02.2016	14:09:32	66	43	65535	2	7	0	2	0;
16.02.2016	14:09:39	65	51	65535	2	7	0	2	0;
16.02.2016	14:10:01	74	48	65535	2	7	0	2	0;
16.02.2016	14:10:11	84	46	65535	2	7	0	2	0;
16.02.2016	14:10:15	78	50	65535	2	7	0	2	0;
16.02.2016	14:10:23	65	41	65535	2	7	0	2	0;
16.02.2016	14:10:28	84	45	65535	1	7	0	2	0;
16.02.2016	14:10:30	86	43	65535	1	7	0	2	0;
16.02.2016	14:10:31	73	48	65535	2	7	0	2	0;
16.02.2016	14:10:41	78	41	65535	2	7	0	2	0;
16.02.2016	14:10:42	77	50	65535	1	7	0	2	0;
16.02.2016	14:11:03	75	45	65535	1	7	0	2	0;
16.02.2016	14:11:12	65	52	65535	1	7	0	2	0;
16.02.2016	14:11:15	65	42	65535	1	7	0	2	0;
16.02.2016	14:11:17	70	44	65535	1	7	0	2	0;
16.02.2016	14:11:19	77	71	65535	2	3	0	2	0;
16.02.2016	14:11:31	77	41	65535	2	7	0	2	0;
16.02.2016	14:11:39	70	47	65535	1	7	0	2	0;
16.02.2016	14:11:44	60	47	65535	1	7	0	2	0;
16.02.2016	14:11:54	61	92	65535	2	2	0	3	0;
16.02.2016	14:11:56	67	50	65535	2	7	0	2	0;
16.02.2016	14:12:01	62	38	65535	2	7	0	2	0;
16.02.2016	14:12:03	60	42	65535	2	7	0	2	0;
16.02.2016	14:12:04	62	48	65535	2	7	0	2	0;
16.02.2016	14:12:05	64	42	65535	2	7	0	2	0;
16.02.2016	14:12:10	61	44	65535	2	7	0	2	0;
16.02.2016	14:12:17	72	47	65535	2	7	0	2	0;
16.02.2016	14:12:27	66	108	65535	1	9	0	3	0;
16.02.2016	14:12:28	65	63	65535	1	11	0	2	0;
16.02.2016	14:12:35	68	47	65535	2	7	0	2	0;
16.02.2016	14:12:38	81	47	65535	2	7	0	2	0;
16.02.2016	14:12:44	74	44	65535	2	7	0	2	0;
16.02.2016	14:13:11	66	42	65535	2	7	0	2	0;
16.02.2016	14:13:14	56	47	65535	1	7	0	2	0;
16.02.2016	14:13:20	57	37	65535	1	7	0	2	0;
16.02.2016	14:13:22	61	48	65535	1	7	0	2	0;
16.02.2016	14:13:27	80	46	65535	1	7	0	2	0;
16.02.2016	14:13:51	58	47	65535	2	7	0	2	0;
16.02.2016	14:14:06	77	42	65535	2	7	0	2	0;
16.02.2016	14:14:07	76	50	65535	2	7	0	2	0;
16.02.2016	14:14:32	74	60	65535	2	11	0	2	0;
16.02.2016	14:14:45	84	46	65535	2	7	0	2	0;
16.02.2016	14:14:50	80	46	65535	2	7	0	2	0;
16.02.2016	14:14:51	78	45	65535	2	7	0	2	0;
16.02.2016	14:15:00	63	44	65535	2	7	0	2	0;
16.02.2016	14:15:09	67	47	65535	1	7	0	2	0;
16.02.2016	14:15:10	67	42	65535	2	250	0	0	0;
16.02.2016	14:15:22	66	42	65535	2	7	0	2	0;
16.02.2016	14:15:27	70	41	65535	2	7	0	2	0;
16.02.2016	14:15:32	72	43	65535	2	7	0	2	0;
16.02.2016	14:15:33	65	36	65535	1	7	0	2	0;
16.02.2016	14:15:46	67	44	65535	1	7	0	2	0;
16.02.2016	14:15:52	67	47	65535	1	7	0	2	0;
16.02.2016	14:16:16	61	129	65535	2	9	0	4	0;
16.02.2016	14:16:18	69	43	65535	1	7	0	2	0;
16.02.2016	14:16:25	77	49	65535	1	7	0	2	0;
16.02.2016	14:16:27	72	47	65535	1	7	0	2	0;
16.02.2016	14:16:29	67	54	65535	2	11	0	2	0;
16.02.2016	14:16:41	80	46	65535	2	7	0	2	0;
16.02.2016	14:16:51	74	41	65535	1	7	0	2	0;
16.02.2016	14:17:00	82	39	65535	2	7	0	2	0;
16.02.2016	14:17:00	71	58	65535	1	11	0	2	0;
16.02.2016	14:17:15	72	40	65535	2	7	0	2	0;
16.02.2016	14:17:26	57	49	65535	2	7	0	2	0;
16.02.2016	14:17:31	70	45	65535	1	7	0	2	0;
16.02.2016	14:17:50	75	52	65535	2	11	0	2	0;
16.02.2016	14:17:52	69	55	65535	2	11	0	2	0;
16.02.2016	14:17:52	68	40	65535	1	7	0	2	0;
16.02.2016	14:17:53	68	47	65535	2	7	0	2	0;
16.02.2016	14:17:55	74	50	65535	2	7	0	2	0;
16.02.2016	14:18:09	74	42	65535	2	7	0	2	0;
16.02.2016	14:18:10	67	47	65535	2	7	0	2	0;
16.02.2016	14:18:12	70	50	65535	2	7	0	2	0;
16.02.2016	14:18:14	70	40	65535	2	7	0	2	0;
16.02.2016	14:18:17	70	40	65535	1	7	0	2	0;
16.02.2016	14:18:21	72	42	65535	1	7	0	2	0;
16.02.2016	14:18:25	59	49	65535	2	7	0	2	0;
16.02.2016	14:18:31	81	49	65535	2	7	0	2	0;
16.02.2016	14:18:46	67	65	65535	2	11	0	2	0;
16.02.2016	14:18:47	72	44	65535	2	7	0	2	0;
16.02.2016	14:18:55	85	50	65535	2	7	0	2	0;
16.02.2016	14:19:04	89	41	65535	1	7	0	2	0;
16.02.2016	14:19:27	82	41	65535	1	7	0	2	0;
16.02.2016	14:19:29	72	49	65535	2	11	0	2	0;
16.02.2016	14:19:30	68	50	65535	2	11	0	2	0;
16.02.2016	14:19:36	74	60	65535	1	11	0	2	0;
16.02.2016	14:19:38	71	42	65535	1	7	0	2	0;
16.02.2016	14:19:45	73	45	65535	1	7	0	2	0;
16.02.2016	14:19:49	68	47	65535	1	7	0	2	0;
16.02.2016	14:19:51	74	45	65535	2	7	0	2	0;
16.02.2016	14:19:53	73	58	65535	2	11	0	2	0;
16.02.2016	14:19:59	83	43	65535	1	7	0	2	0;
16.02.2016	14:20:08	72	46	65535	1	7	0	2	0;
16.02.2016	14:20:16	68	111	65535	2	2	0	3	0;
16.02.2016	14:20:31	69	43	65535	2	7	0	2	0;
16.02.2016	14:20:42	67	43	65535	1	7	0	2	0;
16.02.2016	14:20:44	56	44	65535	2	7	0	2	0;
16.02.2016	14:20:46	59	41	65535	2	7	0	2	0;
16.02.2016	14:20:47	60	45	65535	2	7	0	2	0;
16.02.2016	14:20:59	67	40	65535	2	7	0	2	0;
16.02.2016	14:21:03	73	49	65535	2	7	0	2	0;
16.02.2016	14:21:06	81	49	65535	1	7	0	2	0;
16.02.2016	14:21:41	79	49	65535	1	7	0	2	0;
16.02.2016	14:21:48	74	125	65535	1	5	0	2	0;
16.02.2016	14:22:01	72	35	65535	2	7	0	2	0;
16.02.2016	14:22:23	79	46	65535	1	7	0	2	0;
16.02.2016	14:22:33	77	49	65535	1	7	0	2	0;
16.02.2016	14:22:36	59	39	65535	2	7	0	2	0;
16.02.2016	14:22:37	58	45	65535	2	7	0	2	0;
16.02.2016	14:22:41	67	48	65535	2	7	0	2	0;
16.02.2016	14:22:44	74	42	65535	1	7	0	2	0;
16.02.2016	14:23:05	81	41	65535	2	7	0	2	0;
16.02.2016	14:23:11	69	46	65535	2	7	0	2	0;
16.02.2016	14:23:29	71	43	65535	2	7	0	2	0;
16.02.2016	14:23:42	69	44	65535	2	7	0	2	0;
16.02.2016	14:24:04	76	43	65535	1	7	0	2	0;
16.02.2016	14:24:06	79	46	65535	1	7	0	2	0;
16.02.2016	14:24:32	65	44	65535	1	7	0	2	0;
16.02.2016	14:24:48	67	41	65535	1	7	0	2	0;
16.02.2016	14:24:51	82	50	65535	1	7	0	2	0;
16.02.2016	14:25:03	86	69	65535	2	11	0	2	0;
16.02.2016	14:25:28	66	39	65535	1	7	0	2	0;
16.02.2016	14:25:32	58	100	65535	2	3	0	3	0;
16.02.2016	14:25:33	56	41	65535	2	7	0	2	0;
16.02.2016	14:25:34	58	37	65535	2	7	0	2	0;
16.02.2016	14:25:36	56	50	65535	2	7	0	2	0;
16.02.2016	14:25:38	58	46	65535	2	7	0	2	0;
16.02.2016	14:25:42	82	50	65535	2	7	0	2	0;
16.02.2016	14:25:49	80	46	65535	1	7	0	2	0;
16.02.2016	14:25:52	64	43	65535	2	7	0	2	0;
16.02.2016	14:26:10	62	37	65535	1	7	0	2	0;
16.02.2016	14:26:11	64	45	65535	1	7	0	2	0;
16.02.2016	14:26:12	63	41	65535	2	7	0	2	0;
16.02.2016	14:26:14	75	41	65535	2	7	0	2	0;
16.02.2016	14:26:16	74	50	65535	2	7	0	2	0;
16.02.2016	14:26:27	77	50	65535	2	7	0	2	0;
16.02.2016	14:26:34	81	45	65535	1	7	0	2	0;
16.02.2016	14:26:38	83	46	65535	2	7	0	2	0;
16.02.2016	14:26:54	69	43	65535	1	7	0	2	0;
16.02.2016	14:27:12	83	45	65535	1	7	0	2	0;
16.02.2016	14:27:29	84	42	65535	2	7	0	2	0;
16.02.2016	14:27:40	78	43	65535	2	7	0	2	0;
16.02.2016	14:27:47	65	37	65535	2	7	0	2	0;
16.02.2016	14:27:56	71	45	65535	2	7	0	2	0;
16.02.2016	14:27:59	84	47	65535	1	7	0	2	0;
16.02.2016	14:28:03	72	45	65535	2	7	0	2	0;
16.02.2016	14:28:04	70	43	65535	2	7	0	2	0;
16.02.2016	14:28:11	69	47	65535	1	7	0	2	0;
16.02.2016	14:28:12	65	43	65535	2	7	0	2	0;
16.02.2016	14:28:13	66	46	65535	1	7	0	2	0;
16.02.2016	14:28:16	66	60	65535	1	11	0	2	0;
16.02.2016	14:28:21	70	51	65535	2	7	0	2	0;
16.02.2016	14:28:32	67	41	65535	2	7	0	2	0;
16.02.2016	14:28:41	62	43	65535	2	7	0	2	0;
16.02.2016	14:28:43	64	40	65535	2	7	0	2	0;
16.02.2016	14:28:52	73	41	65535	2	7	0	2	0;
16.02.2016	14:28:58	71	43	65535	1	7	0	2	0;
16.02.2016	14:29:29	75	50	65535	1	7	0	2	0;
16.02.2016	14:29:38	66	41	65535	2	7	0	2	0;
16.02.2016	14:29:47	66	65	65535	1	11	0	2	0;
16.02.2016	14:29:51	63	42	65535	1	7	0	2	0;
16.02.2016	14:30:04	72	36	65535	1	7	0	2	0;
16.02.2016	14:30:09	66	48	65535	2	7	0	2	0;
16.02.2016	14:30:28	69	38	65535	1	7	0	2	0;
16.02.2016	14:30:30	68	49	65535	2	7	0	2	0;
16.02.2016	14:30:53	58	49	65535	2	7	0	2	0;
16.02.2016	14:30:58	58	50	65535	2	7	0	2	0;
16.02.2016	14:30:59	55	50	65535	2	7	0	2	0;
16.02.2016	14:31:02	60	53	65535	2	11	0	2	0;
16.02.2016	14:31:04	61	46	65535	2	7	0	2	0;
16.02.2016	14:31:22	67	42	65535	2	7	0	2	0;
16.02.2016	14:31:33	77	46	65535	1	7	0	2	0;
16.02.2016	14:31:45	63	100	65535	2	8	0	3	0;
16.02.2016	14:31:47	63	44	65535	1	7	0	2	0;
16.02.2016	14:31:50	53	58	65535	2	11	0	2	0;
16.02.2016	14:31:51	57	45	65535	2	7	0	2	0;
16.02.2016	14:31:53	57	53	65535	2	7	0	2	0;
16.02.2016	14:31:55	54	44	65535	2	7	0	2	0;
16.02.2016	14:32:00	54	66	65535	1	11	0	2	0;
16.02.2016	14:32:01	58	32	65535	1	7	0	2	0;
16.02.2016	14:32:12	74	47	65535	2	7	0	2	0;
16.02.2016	14:32:15	74	63	65535	2	11	0	2	0;
16.02.2016	14:32:21	63	50	65535	2	7	0	2	0;
16.02.2016	14:32:41	68	44	65535	2	7	0	2	0;
16.02.2016	14:32:43	98	42	65535	1	7	0	2	0;
16.02.2016	14:32:47	83	40	65535	2	7	0	2	0;
16.02.2016	14:32:57	74	42	65535	2	7	0	2	0;
16.02.2016	14:33:17	69	46	65535	2	7	0	2	0;
16.02.2016	14:33:19	76	47	65535	1	7	0	2	0;
16.02.2016	14:33:26	81	45	65535	1	7	0	2	0;
16.02.2016	14:33:32	60	42	65535	2	7	0	2	0;
16.02.2016	14:33:33	59	42	65535	2	250	0	0	0;
16.02.2016	14:33:33	72	44	65535	1	7	0	2	0;
16.02.2016	14:33:35	69	48	65535	1	7	0	2	0;
16.02.2016	14:33:37	66	50	65535	2	7	0	2	0;
16.02.2016	14:33:49	73	53	65535	2	11	0	2	0;
16.02.2016	14:33:52	70	45	65535	2	7	0	2	0;
16.02.2016	14:33:56	70	45	65535	1	7	0	2	0;
16.02.2016	14:33:57	67	50	65535	2	7	0	2	0;
16.02.2016	14:34:08	84	43	65535	1	7	0	2	0;
16.02.2016	14:34:10	70	46	65535	2	7	0	2	0;
16.02.2016	14:34:17	74	45	65535	2	7	0	2	0;
16.02.2016	14:34:19	72	44	65535	2	7	0	2	0;
16.02.2016	14:34:22	69	50	65535	1	7	0	2	0;
16.02.2016	14:34:25	62	48	65535	1	7	0	2	0;
16.02.2016	14:34:44	61	44	65535	2	7	0	2	0;
16.02.2016	14:34:46	61	45	65535	1	7	0	2	0;
16.02.2016	14:34:51	65	44	65535	2	7	0	2	0;
16.02.2016	14:34:53	67	51	65535	2	7	0	2	0;
16.02.2016	14:34:54	67	43	65535	2	7	0	2	0;
16.02.2016	14:34:56	69	45	65535	2	7	0	2	0;
16.02.2016	14:35:16	66	44	65535	2	7	0	2	0;
16.02.2016	14:35:23	65	40	65535	2	7	0	2	0;
16.02.2016	14:35:24	67	121	65535	1	9	0	3	0;
16.02.2016	14:35:24	66	45	65535	2	7	0	2	0;
16.02.2016	14:35:39	74	41	65535	2	7	0	2	0;
16.02.2016	14:35:41	76	45	65535	2	7	0	2	0;
16.02.2016	14:35:42	83	46	65535	2	7	0	2	0;
16.02.2016	14:36:06	70	44	65535	2	7	0	2	0;
16.02.2016	14:36:07	77	40	65535	1	7	0	2	0;
16.02.2016	14:36:25	57	42	65535	2	7	0	2	0;
16.02.2016	14:36:29	67	43	65535	2	7	0	2	0;
16.02.2016	14:36:30	61	45	65535	1	7	0	2	0;
16.02.2016	14:36:40	65	45	65535	2	7	0	2	0;
16.02.2016	14:36:44	68	43	65535	2	7	0	2	0;
16.02.2016	14:36:46	63	44	65535	2	7	0	2	0;
16.02.2016	14:36:47	62	49	65535	2	7	0	2	0;
16.02.2016	14:36:50	66	42	65535	2	7	0	2	0;
16.02.2016	14:36:50	68	43	65535	2	7	0	2	0;
16.02.2016	14:36:54	66	37	65535	1	7	0	2	0;
16.02.2016	14:36:55	63	44	65535	1	7	0	2	0;
16.02.2016	14:36:56	62	44	65535	1	7	0	2	0;
16.02.2016	14:36:57	80	49	65535	2	7	0	2	0;
16.02.2016	14:37:02	91	48	65535	1	7	0	2	0;
16.02.2016	14:37:09	71	49	65535	2	7	0	2	0;
16.02.2016	14:37:10	67	43	65535	2	7	0	2	0;
16.02.2016	14:37:11	68	43	65535	1	7	0	2	0;
16.02.2016	14:37:12	71	52	65535	2	7	0	2	0;
16.02.2016	14:37:21	74	45	65535	1	7	0	2	0;
16.02.2016	14:37:24	70	47	65535	1	7	0	2	0;
16.02.2016	14:37:35	74	45	65535	2	7	0	2	0;
16.02.2016	14:37:38	64	189	65535	1	8	0	5	0;
16.02.2016	14:37:44	64	63	65535	1	11	0	2	0;
16.02.2016	14:37:45	68	41	65535	1	7	0	2	0;
16.02.2016	14:37:46	70	44	65535	2	7	0	2	0;
16.02.2016	14:38:06	76	45	65535	1	7	0	2	0;
16.02.2016	14:38:19	83	40	65535	1	7	0	2	0;
16.02.2016	14:38:19	59	46	65535	2	7	0	2	0;
16.02.2016	14:38:21	54	45	65535	2	7	0	2	0;
16.02.2016	14:38:25	80	55	65535	2	11	0	2	0;
16.02.2016	14:38:28	80	44	65535	1	7	0	2	0;
16.02.2016	14:38:28	73	44	65535	2	7	0	2	0;
16.02.2016	14:38:31	75	58	65535	1	11	0	2	0;
16.02.2016	14:38:36	74	48	65535	2	7	0	2	0;
16.02.2016	14:38:38	71	46	65535	1	7	0	2	0;
16.02.2016	14:38:40	70	42	65535	2	7	0	2	0;
16.02.2016	14:38:42	69	45	65535	2	7	0	2	0;
16.02.2016	14:38:43	71	37	65535	2	7	0	2	0;
16.02.2016	14:38:51	78	45	65535	2	7	0	2	0;
16.02.2016	14:39:04	78	47	65535	2	7	0	2	0;
16.02.2016	14:39:15	63	33	65535	2	250	0	0	0;
16.02.2016	14:39:16	68	42	65535	1	8	0	3	0;
16.02.2016	14:39:16	63	39	65535	2	250	0	0	0;
16.02.2016	14:39:18	66	43	65535	2	7	0	2	0;
16.02.2016	14:39:28	62	42	65535	2	7	0	2	0;
16.02.2016	14:39:34	70	37	65535	1	7	0	2	0;
16.02.2016	14:39:38	71	43	65535	1	7	0	2	0;
16.02.2016	14:39:40	68	44	65535	1	7	0	2	0;
16.02.2016	14:39:46	67	41	65535	1	7	0	2	0;
16.02.2016	14:39:48	64	36	65535	1	7	0	2	0;
16.02.2016	14:39:49	72	41	65535	2	7	0	2	0;
16.02.2016	14:39:57	68	42	65535	2	7	0	2	0;
16.02.2016	14:39:58	70	52	65535	2	7	0	2	0;
16.02.2016	14:40:02	72	48	65535	2	7	0	2	0;
16.02.2016	14:40:06	73	43	65535	1	7	0	2	0;
16.02.2016	14:40:09	70	45	65535	1	7	0	2	0;
16.02.2016	14:40:22	69	41	65535	2	7	0	2	0;
16.02.2016	14:40:33	100	51	65535	2	11	0	2	0;
16.02.2016	14:40:43	91	44	65535	1	7	0	2	0;
16.02.2016	14:40:47	82	40	65535	1	7	0	2	0;
16.02.2016	14:40:50	68	45	65535	2	7	0	2	0;
16.02.2016	14:41:10	63	42	65535	2	7	0	2	0;
16.02.2016	14:41:13	65	40	65535	2	7	0	2	0;
16.02.2016	14:41:32	83	45	65535	1	7	0	2	0;
16.02.2016	14:41:35	71	49	65535	1	7	0	2	0;
16.02.2016	14:41:40	62	41	65535	2	7	0	2	0;
16.02.2016	14:41:43	68	52	65535	1	7	0	2	0;
16.02.2016	14:41:48	83	46	65535	2	7	0	2	0;
16.02.2016	14:41:59	62	104	65535	2	3	0	3	0;
16.02.2016	14:42:01	62	42	65535	2	7	0	2	0;
16.02.2016	14:42:02	62	40	65535	2	7	0	2	0;
16.02.2016	14:42:06	63	41	65535	2	7	0	2	0;
16.02.2016	14:42:07	61	46	65535	2	7	0	2	0;
16.02.2016	14:42:11	72	47	65535	2	7	0	2	0;
16.02.2016	14:42:15	65	46	65535	2	7	0	2	0;
16.02.2016	14:42:17	61	68	65535	2	11	0	2	0;
16.02.2016	14:42:18	61	50	65535	2	7	0	2	0;
16.02.2016	14:42:42	72	47	65535	2	7	0	2	0;
16.02.2016	14:42:47	72	66	65535	2	11	0	2	0;
16.02.2016	14:42:50	67	44	65535	2	7	0	2	0;
16.02.2016	14:43:00	73	71	65535	2	3	0	2	0;
16.02.2016	14:43:03	78	46	65535	1	7	0	2	0;
16.02.2016	14:43:06	67	43	65535	2	7	0	2	0;
16.02.2016	14:43:14	67	51	65535	2	11	0	2	0;
16.02.2016	14:43:24	74	57	65535	2	11	0	2	0;
16.02.2016	14:43:28	82	49	65535	2	7	0	2	0;
