Herstellercode=052;
Geraete ID=02080;
Klassifizierungscode=9;
Rn=01;
Rf=01;
Beginn=15.02.2016 13:32:06;
Ende=16.02.2016 23:59:32;
Hardwareversion=0.0.2016;
Exportbeginn=16.02.2016 00:00:00;
Exportende=16.02.2016 23:59:59;
Exportformat=Fahrzeugeinzeldaten V1.0;

Messung Nr.=121;
Mess Beginn=15.02.2016 13:32:06;
Mess Ende=16.02.2016 23:59:32;
GPS long=8,795198;
GPS lat=51,772411;
GPS Uhrzeit=16.02.2016 20:00:00;
GPS Qualitaet=1;
GPS Satelliten=10;
GPS HDOP=0,9;
Softwareversion=1.92.26.11.2015;


Verkehrsdaten:
Datum	Uhrzeit	V	L	Zeit	FS	Code	Schall	AZ	Sta;
16.02.2016	08:05:27	83	41	65535	1	7	0	2	0;
16.02.2016	08:05:38	82	48	65535	1	7	0	2	0;
16.02.2016	08:05:48	80	50	65535	1	7	0	2	0;
16.02.2016	08:06:02	59	44	65535	2	7	0	2	0;
16.02.2016	08:06:03	59	42	65535	2	7	0	2	0;
16.02.2016	08:06:04	82	39	65535	1	7	0	2	0;
16.02.2016	08:06:11	76	66	65535	2	11	0	2	0;
16.02.2016	08:06:20	65	40	65535	2	7	0	2	0;
16.02.2016	08:06:22	66	48	65535	2	7	0	2	0;
16.02.2016	08:06:23	67	45	65535	2	7	0	2	0;
16.02.2016	08:06:24	68	40	65535	2	7	0	2	0;
16.02.2016	08:06:28	68	45	65535	1	7	0	2	0;
16.02.2016	08:06:30	67	49	65535	2	7	0	2	0;
16.02.2016	08:06:32	70	44	65535	1	7	0	2	0;
16.02.2016	08:06:45	70	41	65535	1	7	0	2	0;
16.02.2016	08:06:53	66	45	65535	1	7	0	2	0;
16.02.2016	08:06:59	67	38	65535	2	7	0	2	0;
16.02.2016	08:07:09	87	64	65535	2	11	0	2	0;
16.02.2016	08:07:22	62	40	65535	1	7	0	2	0;
16.02.2016	08:07:23	82	52	65535	2	7	0	2	0;
16.02.2016	08:07:39	60	48	65535	2	7	0	2	0;
16.02.2016	08:07:48	70	50	65535	1	11	0	2	0;
16.02.2016	08:07:50	61	49	65535	1	7	0	2	0;
16.02.2016	08:08:04	70	55	65535	1	11	0	2	0;
16.02.2016	08:08:06	66	40	65535	1	7	0	2	0;
16.02.2016	08:08:12	67	46	65535	1	7	0	2	0;
16.02.2016	08:08:20	74	45	65535	2	7	0	2	0;
16.02.2016	08:08:24	69	63	65535	2	11	0	2	0;
16.02.2016	08:08:30	63	40	65535	2	7	0	2	0;
16.02.2016	08:08:32	78	43	65535	1	7	0	2	0;
16.02.2016	08:08:56	64	123	65535	2	8	0	3	0;
16.02.2016	08:09:06	74	48	65535	1	7	0	2	0;
16.02.2016	08:09:14	61	43	65535	2	7	0	2	0;
16.02.2016	08:09:20	67	43	65535	2	7	0	2	0;
16.02.2016	08:09:24	74	41	65535	1	7	0	2	0;
16.02.2016	08:09:29	78	50	65535	2	7	0	2	0;
16.02.2016	08:09:47	81	42	65535	1	7	0	2	0;
16.02.2016	08:09:52	65	118	65535	2	2	0	3	0;
16.02.2016	08:10:03	73	42	65535	2	7	0	2	0;
16.02.2016	08:10:05	71	41	65535	1	7	0	2	0;
16.02.2016	08:10:21	64	42	65535	1	7	0	2	0;
16.02.2016	08:10:24	67	101	65535	2	3	0	2	0;
16.02.2016	08:10:26	66	47	65535	2	7	0	2	0;
16.02.2016	08:10:28	69	49	65535	2	7	0	2	0;
16.02.2016	08:10:31	66	54	65535	2	11	0	2	0;
16.02.2016	08:10:40	68	43	65535	1	7	0	2	0;
16.02.2016	08:10:54	72	46	65535	1	7	0	2	0;
16.02.2016	08:11:03	68	47	65535	1	7	0	2	0;
16.02.2016	08:11:31	78	39	65535	1	7	0	2	0;
16.02.2016	08:11:43	82	40	65535	1	7	0	2	0;
16.02.2016	08:11:51	76	43	65535	2	7	0	2	0;
16.02.2016	08:12:01	57	87	65535	1	3	0	2	0;
16.02.2016	08:12:01	81	53	65535	2	11	0	2	0;
16.02.2016	08:12:12	65	43	65535	2	7	0	2	0;
16.02.2016	08:12:14	67	48	65535	2	7	0	2	0;
16.02.2016	08:12:18	76	41	65535	1	7	0	2	0;
16.02.2016	08:12:35	64	45	65535	2	7	0	2	0;
16.02.2016	08:12:37	70	45	65535	2	7	0	2	0;
16.02.2016	08:12:44	63	44	65535	2	7	0	2	0;
16.02.2016	08:12:51	67	42	65535	1	7	0	2	0;
16.02.2016	08:13:01	64	81	65535	1	2	0	4	0;
16.02.2016	08:13:06	64	51	65535	1	7	0	2	0;
16.02.2016	08:13:08	59	49	65535	2	7	0	2	0;
16.02.2016	08:13:09	62	46	65535	2	7	0	2	0;
16.02.2016	08:13:14	77	55	65535	1	11	0	2	0;
16.02.2016	08:13:17	78	48	65535	1	7	0	2	0;
16.02.2016	08:13:18	66	37	65535	2	7	0	2	0;
16.02.2016	08:13:19	79	45	65535	1	7	0	2	0;
16.02.2016	08:13:22	71	50	65535	2	7	0	2	0;
16.02.2016	08:13:25	78	45	65535	1	7	0	2	0;
16.02.2016	08:13:28	66	50	65535	2	7	0	2	0;
16.02.2016	08:13:29	66	44	65535	2	7	0	2	0;
16.02.2016	08:13:32	64	44	65535	1	7	0	2	0;
16.02.2016	08:13:35	82	42	65535	1	7	0	2	0;
16.02.2016	08:13:39	65	51	65535	2	7	0	2	0;
16.02.2016	08:13:54	70	50	65535	2	7	0	2	0;
16.02.2016	08:13:56	68	74	65535	1	3	0	2	0;
16.02.2016	08:13:58	63	38	65535	1	7	0	2	0;
16.02.2016	08:14:00	62	40	65535	1	7	0	2	0;
16.02.2016	08:14:02	59	47	65535	1	7	0	2	0;
16.02.2016	08:14:04	71	43	65535	2	7	0	2	0;
16.02.2016	08:14:06	83	41	65535	1	7	0	2	0;
16.02.2016	08:14:08	84	37	65535	1	7	0	2	0;
16.02.2016	08:14:22	79	65	65535	2	11	0	2	0;
16.02.2016	08:14:24	80	41	65535	1	7	0	2	0;
16.02.2016	08:14:27	74	50	65535	2	7	0	2	0;
16.02.2016	08:14:39	69	44	65535	1	7	0	2	0;
16.02.2016	08:14:44	67	49	65535	2	7	0	2	0;
16.02.2016	08:14:46	82	40	65535	1	7	0	2	0;
16.02.2016	08:14:47	68	35	65535	2	7	0	2	0;
16.02.2016	08:14:55	67	49	65535	2	7	0	2	0;
16.02.2016	08:14:58	70	64	65535	2	11	0	2	0;
16.02.2016	08:14:59	68	48	65535	2	7	0	2	0;
16.02.2016	08:15:06	76	39	65535	1	7	0	2	0;
16.02.2016	08:15:09	71	43	65535	2	250	0	0	0;
16.02.2016	08:15:11	73	41	65535	2	7	0	2	0;
16.02.2016	08:15:13	78	45	65535	1	7	0	2	0;
16.02.2016	08:15:32	70	46	65535	1	7	0	2	0;
16.02.2016	08:15:34	69	46	65535	1	7	0	2	0;
16.02.2016	08:15:34	58	27	65535	2	250	0	0	0;
16.02.2016	08:15:47	87	46	65535	1	7	0	2	0;
16.02.2016	08:15:51	73	49	65535	2	7	0	2	0;
16.02.2016	08:15:52	72	42	65535	1	7	0	2	0;
16.02.2016	08:15:53	75	47	65535	2	7	0	2	0;
16.02.2016	08:16:07	69	43	65535	2	7	0	2	0;
16.02.2016	08:16:38	79	46	65535	1	7	0	2	0;
16.02.2016	08:16:55	56	44	65535	2	7	0	2	0;
16.02.2016	08:16:58	68	48	65535	2	7	0	2	0;
16.02.2016	08:17:28	70	40	65535	2	7	0	2	0;
16.02.2016	08:17:31	73	31	65535	1	7	0	2	0;
16.02.2016	08:17:36	70	45	65535	1	7	0	2	0;
16.02.2016	08:18:06	73	46	65535	2	7	0	2	0;
16.02.2016	08:18:08	74	46	65535	2	7	0	2	0;
16.02.2016	08:18:12	69	41	65535	1	7	0	2	0;
16.02.2016	08:18:13	68	47	65535	1	7	0	2	0;
16.02.2016	08:18:14	69	40	65535	1	7	0	2	0;
16.02.2016	08:18:21	67	47	65535	1	7	0	2	0;
16.02.2016	08:18:22	65	41	65535	1	7	0	2	0;
16.02.2016	08:18:23	65	47	65535	1	7	0	2	0;
16.02.2016	08:18:26	71	46	65535	1	7	0	2	0;
16.02.2016	08:18:29	75	45	65535	1	7	0	2	0;
16.02.2016	08:18:32	66	43	65535	2	7	0	2	0;
16.02.2016	08:18:35	71	38	65535	2	7	0	2	0;
16.02.2016	08:18:39	64	40	65535	1	7	0	2	0;
16.02.2016	08:18:42	73	46	65535	1	7	0	2	0;
16.02.2016	08:18:54	57	43	65535	2	7	0	2	0;
16.02.2016	08:19:01	63	55	65535	1	11	0	2	0;
16.02.2016	08:19:02	58	38	65535	1	7	0	2	0;
16.02.2016	08:19:04	58	44	65535	1	7	0	2	0;
16.02.2016	08:19:06	60	42	65535	1	7	0	2	0;
16.02.2016	08:19:10	67	43	65535	1	7	0	2	0;
16.02.2016	08:19:12	60	65	65535	2	11	0	2	0;
16.02.2016	08:19:19	62	38	65535	1	7	0	2	0;
16.02.2016	08:19:21	63	51	65535	2	7	0	2	0;
16.02.2016	08:19:23	61	42	65535	1	7	0	2	0;
16.02.2016	08:19:36	70	55	65535	2	11	0	2	0;
16.02.2016	08:19:40	67	47	65535	2	7	0	2	0;
16.02.2016	08:19:48	57	41	65535	2	7	0	2	0;
16.02.2016	08:20:22	83	50	65535	1	7	0	2	0;
16.02.2016	08:20:28	62	51	65535	2	7	0	2	0;
16.02.2016	08:20:30	59	38	65535	2	7	0	2	0;
16.02.2016	08:20:41	62	50	65535	2	7	0	2	0;
16.02.2016	08:20:44	67	39	65535	1	7	0	2	0;
16.02.2016	08:20:46	68	50	65535	1	7	0	2	0;
16.02.2016	08:20:50	65	43	65535	1	7	0	2	0;
16.02.2016	08:21:11	76	44	65535	1	7	0	2	0;
16.02.2016	08:21:26	69	85	65535	1	2	0	3	0;
16.02.2016	08:21:30	76	30	65535	1	7	0	2	0;
16.02.2016	08:21:36	67	42	65535	1	7	0	2	0;
16.02.2016	08:21:36	68	30	65535	1	7	0	2	0;
16.02.2016	08:21:39	70	55	65535	1	11	0	2	0;
16.02.2016	08:21:42	68	47	65535	1	7	0	2	0;
16.02.2016	08:21:49	79	39	65535	1	7	0	2	0;
16.02.2016	08:21:50	78	51	65535	2	7	0	2	0;
16.02.2016	08:21:52	71	41	65535	1	7	0	2	0;
16.02.2016	08:21:57	70	46	65535	1	7	0	2	0;
16.02.2016	08:22:19	64	46	65535	2	7	0	2	0;
16.02.2016	08:22:24	72	51	65535	2	7	0	2	0;
16.02.2016	08:22:38	69	49	65535	2	7	0	2	0;
16.02.2016	08:22:55	59	79	65535	1	3	0	4	0;
16.02.2016	08:23:20	62	204	65535	2	8	0	5	0;
16.02.2016	08:23:22	64	42	65535	2	7	0	2	0;
16.02.2016	08:23:24	62	45	65535	2	7	0	2	0;
16.02.2016	08:23:25	62	48	65535	2	7	0	2	0;
16.02.2016	08:23:28	65	40	65535	2	7	0	2	0;
16.02.2016	08:23:29	73	41	65535	1	7	0	2	0;
16.02.2016	08:23:30	61	49	65535	2	7	0	2	0;
16.02.2016	08:23:34	82	46	65535	1	7	0	2	0;
16.02.2016	08:23:45	70	42	65535	1	7	0	2	0;
16.02.2016	08:23:54	68	42	65535	1	7	0	2	0;
16.02.2016	08:23:55	76	51	65535	2	7	0	2	0;
16.02.2016	08:24:16	77	44	65535	1	7	0	2	0;
16.02.2016	08:24:17	75	50	65535	1	7	0	2	0;
16.02.2016	08:24:32	83	41	65535	2	7	0	2	0;
16.02.2016	08:24:42	66	40	65535	2	7	0	2	0;
16.02.2016	08:24:47	67	61	65535	2	11	0	2	0;
16.02.2016	08:24:52	69	46	65535	2	7	0	2	0;
16.02.2016	08:24:55	60	41	65535	2	7	0	2	0;
16.02.2016	08:24:56	69	43	65535	1	7	0	2	0;
16.02.2016	08:25:06	66	46	65535	2	7	0	2	0;
16.02.2016	08:25:08	68	43	65535	1	7	0	2	0;
16.02.2016	08:25:27	65	45	65535	1	7	0	2	0;
16.02.2016	08:25:32	69	54	65535	1	11	0	2	0;
16.02.2016	08:25:34	63	44	65535	2	7	0	2	0;
16.02.2016	08:25:46	71	40	65535	1	7	0	2	0;
16.02.2016	08:25:51	65	85	65535	2	3	0	3	0;
16.02.2016	08:25:53	62	50	65535	2	7	0	2	0;
16.02.2016	08:25:56	58	41	65535	2	7	0	2	0;
16.02.2016	08:26:02	72	58	65535	1	11	0	2	0;
16.02.2016	08:26:06	81	47	65535	1	7	0	2	0;
16.02.2016	08:26:22	72	41	65535	1	7	0	2	0;
16.02.2016	08:26:38	66	45	65535	2	7	0	2	0;
16.02.2016	08:26:39	65	42	65535	2	7	0	2	0;
16.02.2016	08:26:42	69	51	65535	2	7	0	2	0;
16.02.2016	08:26:45	76	56	65535	2	11	0	2	0;
16.02.2016	08:26:52	66	46	65535	1	7	0	2	0;
16.02.2016	08:26:54	65	32	65535	1	7	0	2	0;
16.02.2016	08:26:55	74	47	65535	2	7	0	2	0;
16.02.2016	08:26:57	70	50	65535	2	7	0	2	0;
16.02.2016	08:26:58	73	41	65535	1	7	0	2	0;
16.02.2016	08:27:06	66	41	65535	1	7	0	2	0;
16.02.2016	08:27:17	69	41	65535	1	7	0	2	0;
16.02.2016	08:27:31	73	49	65535	2	7	0	2	0;
16.02.2016	08:27:51	94	46	65535	1	7	0	2	0;
16.02.2016	08:28:01	67	44	65535	2	7	0	2	0;
16.02.2016	08:28:05	74	45	65535	1	7	0	2	0;
16.02.2016	08:28:09	59	172	65535	2	9	0	3	0;
16.02.2016	08:28:11	58	43	65535	2	7	0	2	0;
16.02.2016	08:28:12	58	48	65535	2	7	0	2	0;
16.02.2016	08:28:23	79	40	65535	1	7	0	2	0;
16.02.2016	08:28:27	73	39	65535	1	7	0	2	0;
16.02.2016	08:28:32	67	47	65535	1	7	0	2	0;
16.02.2016	08:28:58	72	41	65535	1	7	0	2	0;
16.02.2016	08:29:00	64	44	65535	2	7	0	2	0;
16.02.2016	08:29:01	68	44	65535	2	7	0	2	0;
16.02.2016	08:29:24	68	70	65535	2	3	0	2	0;
16.02.2016	08:29:30	68	47	65535	1	7	0	2	0;
16.02.2016	08:29:32	68	44	65535	1	7	0	2	0;
16.02.2016	08:29:35	58	65	65535	2	11	0	2	0;
16.02.2016	08:29:37	57	44	65535	2	7	0	2	0;
16.02.2016	08:29:39	58	100	65535	2	3	0	2	0;
16.02.2016	08:29:40	74	41	65535	1	7	0	2	0;
16.02.2016	08:29:41	59	42	65535	2	7	0	2	0;
16.02.2016	08:29:55	81	42	65535	2	7	0	2	0;
16.02.2016	08:30:07	72	45	65535	1	7	0	2	0;
16.02.2016	08:30:49	62	41	65535	1	7	0	2	0;
16.02.2016	08:30:54	66	46	65535	2	7	0	2	0;
16.02.2016	08:30:58	70	61	65535	1	11	0	2	0;
16.02.2016	08:31:03	77	43	65535	1	7	0	2	0;
16.02.2016	08:31:05	62	92	65535	2	3	0	4	0;
16.02.2016	08:31:11	60	45	65535	2	7	0	2	0;
16.02.2016	08:31:28	67	47	65535	1	7	0	2	0;
16.02.2016	08:31:30	67	45	65535	1	7	0	2	0;
16.02.2016	08:31:34	63	38	65535	1	7	0	2	0;
16.02.2016	08:31:36	69	43	65535	1	7	0	2	0;
16.02.2016	08:31:42	69	42	65535	1	7	0	2	0;
16.02.2016	08:32:06	68	39	65535	1	7	0	2	0;
16.02.2016	08:32:13	64	50	65535	1	7	0	2	0;
16.02.2016	08:32:14	67	45	65535	1	7	0	2	0;
16.02.2016	08:32:15	70	95	65535	2	3	0	2	0;
16.02.2016	08:32:19	60	48	65535	2	7	0	2	0;
16.02.2016	08:32:23	80	43	65535	1	7	0	2	0;
16.02.2016	08:32:23	63	41	65535	2	7	0	2	0;
16.02.2016	08:32:31	63	50	65535	2	250	0	0	0;
16.02.2016	08:32:32	66	41	65535	1	7	0	2	0;
16.02.2016	08:32:35	66	40	65535	2	7	0	2	0;
16.02.2016	08:32:49	80	44	65535	1	7	0	2	0;
16.02.2016	08:32:52	74	49	65535	1	7	0	2	0;
16.02.2016	08:33:12	73	50	65535	2	7	0	2	0;
16.02.2016	08:33:16	72	47	65535	1	7	0	2	0;
16.02.2016	08:33:36	72	47	65535	2	7	0	2	0;
16.02.2016	08:34:04	55	37	65535	1	7	0	2	0;
16.02.2016	08:34:07	67	38	65535	1	7	0	2	0;
16.02.2016	08:34:18	76	49	65535	1	7	0	2	0;
16.02.2016	08:34:30	68	46	65535	1	7	0	2	0;
16.02.2016	08:34:40	66	42	65535	2	7	0	2	0;
16.02.2016	08:34:41	68	45	65535	2	7	0	2	0;
16.02.2016	08:34:58	68	50	65535	2	7	0	2	0;
16.02.2016	08:35:27	75	49	65535	2	7	0	2	0;
16.02.2016	08:35:29	73	63	65535	2	11	0	2	0;
16.02.2016	08:35:36	78	53	65535	1	11	0	2	0;
16.02.2016	08:35:44	70	48	65535	2	7	0	2	0;
16.02.2016	08:35:48	76	55	65535	2	11	0	2	0;
16.02.2016	08:35:58	75	40	65535	1	7	0	2	0;
16.02.2016	08:35:59	71	41	65535	2	7	0	2	0;
16.02.2016	08:36:03	75	48	65535	2	7	0	2	0;
16.02.2016	08:36:08	77	40	65535	2	7	0	2	0;
16.02.2016	08:36:16	66	50	65535	2	7	0	2	0;
16.02.2016	08:36:21	68	42	65535	1	7	0	2	0;
16.02.2016	08:36:29	61	49	65535	1	7	0	2	0;
16.02.2016	08:36:50	71	47	65535	1	7	0	2	0;
16.02.2016	08:37:10	63	43	65535	1	7	0	2	0;
16.02.2016	08:37:17	79	44	65535	1	7	0	2	0;
16.02.2016	08:37:25	68	47	65535	1	7	0	2	0;
16.02.2016	08:37:35	68	173	65535	2	9	0	5	0;
16.02.2016	08:37:49	64	54	65535	2	11	0	2	0;
16.02.2016	08:37:52	34	111	65535	1	3	0	4	0;
16.02.2016	08:37:58	53	42	65535	1	7	0	2	0;
16.02.2016	08:38:00	59	45	65535	1	7	0	2	0;
16.02.2016	08:38:06	63	43	65535	2	7	0	2	0;
16.02.2016	08:38:08	67	41	65535	2	7	0	2	0;
16.02.2016	08:38:13	58	125	65535	1	5	0	2	0;
16.02.2016	08:38:15	58	45	65535	1	7	0	2	0;
16.02.2016	08:38:17	58	43	65535	1	7	0	2	0;
16.02.2016	08:38:18	70	53	65535	2	11	0	2	0;
16.02.2016	08:38:28	70	47	65535	2	7	0	2	0;
16.02.2016	08:38:29	68	50	65535	1	7	0	2	0;
16.02.2016	08:38:48	80	45	65535	1	7	0	2	0;
16.02.2016	08:38:54	75	41	65535	1	7	0	2	0;
16.02.2016	08:38:54	67	47	65535	2	7	0	2	0;
16.02.2016	08:39:06	58	40	65535	2	7	0	2	0;
16.02.2016	08:39:08	73	47	65535	1	7	0	2	0;
16.02.2016	08:39:20	75	48	65535	1	7	0	2	0;
16.02.2016	08:39:21	60	43	65535	2	7	0	2	0;
16.02.2016	08:39:32	73	46	65535	2	7	0	2	0;
16.02.2016	08:39:34	81	52	65535	2	7	0	2	0;
16.02.2016	08:39:38	83	40	65535	1	7	0	2	0;
16.02.2016	08:39:48	67	43	65535	1	7	0	2	0;
16.02.2016	08:40:03	69	42	65535	1	7	0	2	0;
16.02.2016	08:40:04	67	50	65535	1	7	0	2	0;
16.02.2016	08:40:05	72	51	65535	2	11	0	2	0;
16.02.2016	08:40:12	64	49	65535	2	7	0	2	0;
16.02.2016	08:40:14	84	41	65535	1	7	0	2	0;
16.02.2016	08:40:15	85	44	65535	1	7	0	2	0;
16.02.2016	08:40:21	70	41	65535	1	7	0	2	0;
16.02.2016	08:40:28	71	50	65535	2	11	0	2	0;
16.02.2016	08:40:34	97	48	65535	1	7	0	2	0;
16.02.2016	08:40:38	76	50	65535	1	7	0	2	0;
16.02.2016	08:41:09	69	48	65535	2	7	0	2	0;
16.02.2016	08:41:24	74	51	65535	2	7	0	2	0;
16.02.2016	08:41:35	69	36	65535	1	7	0	2	0;
16.02.2016	08:41:44	80	50	65535	1	7	0	2	0;
16.02.2016	08:41:49	70	176	65535	2	9	0	5	0;
16.02.2016	08:41:51	75	47	65535	2	7	0	2	0;
16.02.2016	08:41:59	68	40	65535	2	250	0	0	0;
16.02.2016	08:41:59	78	41	65535	1	7	0	2	0;
16.02.2016	08:42:01	71	43	65535	2	7	0	2	0;
16.02.2016	08:42:03	74	52	65535	2	11	0	2	0;
16.02.2016	08:42:06	72	44	65535	2	7	0	2	0;
16.02.2016	08:42:10	64	45	65535	2	7	0	2	0;
16.02.2016	08:42:17	74	44	65535	1	7	0	2	0;
16.02.2016	08:42:26	65	50	65535	2	7	0	2	0;
16.02.2016	08:42:56	69	49	65535	1	11	0	2	0;
16.02.2016	08:43:00	73	55	65535	1	11	0	2	0;
16.02.2016	08:43:08	66	101	65535	1	3	0	3	0;
16.02.2016	08:43:16	77	45	65535	1	7	0	2	0;
16.02.2016	08:43:47	69	48	65535	2	7	0	2	0;
16.02.2016	08:43:56	73	52	65535	2	11	0	2	0;
16.02.2016	08:43:58	64	40	65535	1	7	0	2	0;
16.02.2016	08:44:05	87	61	65535	1	11	0	2	0;
16.02.2016	08:44:09	73	39	65535	1	7	0	2	0;
16.02.2016	08:44:18	82	40	65535	1	7	0	2	0;
16.02.2016	08:44:34	75	54	65535	1	11	0	2	0;
16.02.2016	08:44:36	74	40	65535	1	7	0	2	0;
16.02.2016	08:44:39	79	49	65535	1	7	0	2	0;
16.02.2016	08:44:49	74	45	65535	1	7	0	2	0;
16.02.2016	08:45:03	70	37	65535	2	7	0	2	0;
16.02.2016	08:45:09	72	40	65535	1	7	0	2	0;
16.02.2016	08:45:16	76	45	65535	2	7	0	2	0;
16.02.2016	08:45:18	80	47	65535	2	7	0	2	0;
16.02.2016	08:45:35	78	51	65535	1	7	0	2	0;
16.02.2016	08:45:45	80	40	65535	1	7	0	2	0;
16.02.2016	08:45:50	71	48	65535	1	7	0	2	0;
16.02.2016	08:45:51	63	43	65535	2	7	0	2	0;
16.02.2016	08:46:06	71	50	65535	2	7	0	2	0;
16.02.2016	08:46:10	77	44	65535	1	7	0	2	0;
16.02.2016	08:46:32	70	51	65535	2	7	0	2	0;
16.02.2016	08:46:43	64	39	65535	2	7	0	2	0;
16.02.2016	08:46:44	70	46	65535	1	7	0	2	0;
16.02.2016	08:46:44	70	34	65535	2	250	0	0	0;
16.02.2016	08:46:48	78	41	65535	2	7	0	2	0;
16.02.2016	08:46:54	87	42	65535	2	7	0	2	0;
16.02.2016	08:46:56	71	45	65535	1	7	0	2	0;
16.02.2016	08:46:57	71	44	65535	1	7	0	2	0;
16.02.2016	08:47:06	66	59	65535	1	11	0	2	0;
16.02.2016	08:47:12	78	41	65535	1	7	0	2	0;
16.02.2016	08:47:29	68	49	65535	2	7	0	2	0;
16.02.2016	08:47:36	80	65	65535	2	11	0	2	0;
16.02.2016	08:47:44	72	50	65535	1	7	0	2	0;
16.02.2016	08:47:53	109	50	65535	1	7	0	2	0;
16.02.2016	08:48:28	72	50	65535	2	7	0	2	0;
16.02.2016	08:48:32	65	52	65535	2	11	0	2	0;
16.02.2016	08:48:39	79	50	65535	2	7	0	2	0;
16.02.2016	08:48:40	81	62	65535	2	11	0	2	0;
16.02.2016	08:48:47	89	47	65535	2	7	0	2	0;
16.02.2016	08:49:04	63	38	65535	1	7	0	2	0;
16.02.2016	08:49:04	72	45	65535	2	250	0	0	0;
16.02.2016	08:49:07	72	46	65535	2	7	0	2	0;
16.02.2016	08:49:20	80	43	65535	1	7	0	2	0;
16.02.2016	08:49:26	60	37	65535	2	250	0	0	0;
16.02.2016	08:49:26	74	48	65535	1	7	0	2	0;
16.02.2016	08:49:31	72	63	65535	2	11	0	2	0;
16.02.2016	08:49:32	74	42	65535	2	7	0	2	0;
16.02.2016	08:49:40	69	43	65535	2	7	0	2	0;
16.02.2016	08:49:56	67	166	65535	1	9	0	4	0;
16.02.2016	08:50:00	71	43	65535	1	7	0	2	0;
16.02.2016	08:50:09	81	41	65535	1	7	0	2	0;
16.02.2016	08:50:10	74	45	65535	1	7	0	2	0;
16.02.2016	08:50:16	79	45	65535	1	7	0	2	0;
16.02.2016	08:50:29	62	46	65535	2	7	0	2	0;
16.02.2016	08:50:30	62	43	65535	2	7	0	2	0;
16.02.2016	08:50:32	57	47	65535	1	7	0	2	0;
16.02.2016	08:50:33	64	41	65535	2	7	0	2	0;
16.02.2016	08:50:34	65	40	65535	1	7	0	2	0;
16.02.2016	08:50:36	61	46	65535	2	7	0	2	0;
16.02.2016	08:50:37	76	43	65535	1	7	0	2	0;
16.02.2016	08:50:37	59	41	65535	2	7	0	2	0;
16.02.2016	08:50:39	61	46	65535	2	7	0	2	0;
16.02.2016	08:50:40	62	44	65535	2	7	0	2	0;
16.02.2016	08:50:50	67	43	65535	1	7	0	2	0;
16.02.2016	08:50:54	61	46	65535	2	7	0	2	0;
16.02.2016	08:51:02	77	37	65535	1	7	0	2	0;
16.02.2016	08:51:14	69	50	65535	2	7	0	2	0;
16.02.2016	08:51:16	79	45	65535	1	7	0	2	0;
16.02.2016	08:51:17	70	48	65535	2	7	0	2	0;
16.02.2016	08:51:34	65	43	65535	1	7	0	2	0;
16.02.2016	08:51:46	73	46	65535	1	7	0	2	0;
16.02.2016	08:52:12	67	38	65535	1	7	0	2	0;
16.02.2016	08:52:23	66	43	65535	2	7	0	2	0;
16.02.2016	08:52:39	80	46	65535	1	7	0	2	0;
16.02.2016	08:53:12	76	43	65535	2	7	0	2	0;
16.02.2016	08:53:18	78	46	65535	2	7	0	2	0;
16.02.2016	08:54:04	80	50	65535	1	7	0	2	0;
16.02.2016	08:54:25	77	48	65535	1	7	0	2	0;
16.02.2016	08:54:31	64	40	65535	2	7	0	2	0;
16.02.2016	08:54:45	79	40	65535	1	7	0	2	0;
16.02.2016	08:54:57	77	46	65535	1	7	0	2	0;
16.02.2016	08:55:10	69	39	65535	2	7	0	2	0;
16.02.2016	08:55:12	68	47	65535	2	7	0	2	0;
16.02.2016	08:55:30	69	112	65535	1	2	0	3	0;
16.02.2016	08:55:51	75	41	65535	1	7	0	2	0;
16.02.2016	08:56:02	71	41	65535	1	7	0	2	0;
16.02.2016	08:56:02	53	48	65535	2	7	0	2	0;
16.02.2016	08:56:04	71	45	65535	1	7	0	2	0;
16.02.2016	08:56:04	53	34	65535	2	250	0	0	0;
16.02.2016	08:56:12	67	41	65535	2	7	0	2	0;
16.02.2016	08:56:14	70	37	65535	2	7	0	2	0;
16.02.2016	08:56:20	75	52	65535	2	7	0	2	0;
16.02.2016	08:56:21	70	39	65535	1	7	0	2	0;
16.02.2016	08:56:33	61	83	65535	1	3	0	2	0;
16.02.2016	08:56:43	65	45	65535	2	7	0	2	0;
16.02.2016	08:56:44	61	41	65535	2	7	0	2	0;
16.02.2016	08:56:48	68	47	65535	2	7	0	2	0;
16.02.2016	08:56:51	73	46	65535	2	7	0	2	0;
16.02.2016	08:56:54	71	50	65535	2	7	0	2	0;
16.02.2016	08:57:00	74	42	65535	1	7	0	2	0;
16.02.2016	08:57:20	55	98	65535	1	3	0	2	0;
16.02.2016	08:57:36	67	41	65535	2	7	0	2	0;
16.02.2016	08:57:37	67	57	65535	2	11	0	2	0;
16.02.2016	08:57:46	72	48	65535	1	7	0	2	0;
16.02.2016	08:57:48	75	43	65535	1	7	0	2	0;
16.02.2016	08:57:56	78	42	65535	1	7	0	2	0;
16.02.2016	08:58:00	70	42	65535	1	7	0	2	0;
16.02.2016	08:58:03	72	44	65535	2	7	0	2	0;
16.02.2016	08:58:12	79	47	65535	1	7	0	2	0;
16.02.2016	08:58:14	80	46	65535	1	7	0	2	0;
16.02.2016	08:58:22	65	47	65535	2	7	0	2	0;
16.02.2016	08:58:28	70	46	65535	2	7	0	2	0;
16.02.2016	08:58:41	66	42	65535	2	7	0	2	0;
